# OsisBookName	OsisId	MorphCode	MorphNote	LemmaCode	LemmaNote
1Sam	09gXh			c/l	Removing Strongs number applied to a suffix, clearly copied from a prior word by mistake.
1Sam	09H48	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Hdk	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09hdw	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09HfB	HVpi3fs	Moving from 'Vqj3fs' to 'Vpi3fs' because 'יתְּהִי' is Piel Imperfect.		
1Sam	09hh7	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09hjj	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09hmQ	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09iiv			4480 a	Moving Strongs number from suffix to the detached preposition.
1Sam	09ikx	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09jRn	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09k7d	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09k9R	HC/Vpi3ms	Moving from 'C/Vqj3ms' to 'C/Vpi3ms' because 'יְהִי' is Piel Imperfect.		
1Sam	09kBj	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09LP1	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09mgu	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09mno	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Mra	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09NfR	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09nKy	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Nm1	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09nnm	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09nqa	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09PBh	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09peZ	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09PWQ	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Qdn	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09qSH	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09qxU	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09RC3			4480 a	Moving Strongs number from suffix to the detached preposition.
1Sam	09RLz	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09RXz	HC/Vpi3fs	Moving from 'C/Vqj3fs' to 'C/Vpi3fs' because 'תְּהִי' is Piel Imperfect.		
1Sam	09S7G	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Se7	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09ta1	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09TaA	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Tgm	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09tuS	HC/Vpi3ms	Moving from 'C/Vqj3ms' to 'C/Vpi3ms' because 'יְהִי' is Piel Imperfect.		
1Sam	09ULW	HC/Vpi3fs	Moving from 'C/Vqj3fs' to 'C/Vpi3fs' because 'תְּהִי' is Piel Imperfect.		
1Sam	09upQ	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09v6U	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Vfr	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09wci	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09x31	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09x4M	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09xeN	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09xoF	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Y7B	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09Yme	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09YPb	HVqi3mp	Moving from 'Vqj3mp' to 'Vqi3mp' because 'יִהְיוּ' is Qal Imperfect.		
1Sam	09YtD	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09YtX	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09yXK	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
1Sam	09zsU	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
1Sam	09ZvX	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	143AW	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14548	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	146By	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	1478H	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	149zz	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14aY7	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14BC3			4480 a	Moving Strongs number from suffix to the detached preposition.
2Chr	14bHQ	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14bJB	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14bn2	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14cfy	HVpi3ms	Moving from 'Vqi3ms' to 'Vpi3ms' because 'יְהִי' is Piel Imperfect.		
2Chr	14CJA	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14CZN	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14DiD	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14e4r	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14E97	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14Fdw			4480 a	Moving Strongs number from suffix to the detached preposition.
2Chr	14Fuj	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14fWw	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14Gdj	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14H2i	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14hSe	HVpi3ms	Moving from 'Vqi3ms' to 'Vpi3ms' because 'יְהִי' is Piel Imperfect.		
2Chr	14HVF	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14iQ3	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14j3e	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14JzC	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14kfA	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14KQd	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14LkG	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14LMw	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14mps	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14mVu	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14nNQ	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14oYz	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14qpX	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14r7o	HVqi3mp	Moving from 'Vqj3mp' to 'Vqi3mp' because 'יִהְיוּ' is Qal Imperfect.		
2Chr	14RJM	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14sf2	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14SNp	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14TCo	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14Tmw	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14tnE	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14Txd	HC/Vpi3ms	Moving from 'C/Vqi3ms' to 'C/Vpi3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14txZ	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14u96			4480 a	Moving Strongs number from suffix to the detached preposition.
2Chr	14UCT	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14uwa	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14VhT	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14VQD	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14vXa	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14xCM	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
2Chr	14xrp	HVqi2mp	Moving from 'Vqj2mp' to 'Vqi2mp' because 'תִּהְיוּ' is Qal Imperfect.		
2Chr	14yRm	HC/Vpi3ms	Moving from 'C/Vqj3ms' to 'C/Vpi3ms' because 'יְהִי' is Piel Imperfect.		
2Chr	14ZJi	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14zJL	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Chr	14ZR9	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	1218W	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	1223n	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	122Jq	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	124c8	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	124k4	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	124yB	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	125zK			4480 a	Moving Strongs number from suffix to the detached preposition.
2Kgs	12AaT	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12Abd	HC/Vpi3ms	Moving from 'C/Vqj3ms' to 'C/Vpi3ms' because 'יְהִי' is Piel Imperfect.		
2Kgs	12bfa	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12BQz	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12dnq	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12EC9	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12eeu	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12ESM	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12f7v	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12fJm	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12fKo	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12Fnj	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12FYV	HVpi3ms	Moving from 'Vqi3ms' to 'Vpi3ms' because 'יְהִי' is Piel Imperfect.		
2Kgs	12G2M	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12g86	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12gg9	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12GYh	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12HFs	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12Hxg	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12iBM	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12jaD	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12K9n	HC/Vpw3fs	Moving from 'C/Vqw3fs' to 'C/Vpw3fs' because 'תִּהְיֶה' is Qal Imperfect and 'יתְּהִי' is Piel Imperfect.		
2Kgs	12kxv	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12L6s	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12LA6	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12mRw	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12mV2	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12n4y	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12nj6	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12o7T	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12p7W	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12Q2u	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12Q3W	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12QJA	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12QKX	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12qsK	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12rRy			m/7945/l	Moving Strongs number 7945 from the suffix to the particle.
2Kgs	12rWe	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12sGR	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
2Kgs	12shy	HC/Vpw3ms	Moving from 'C/Vqw3ms' to 'C/Vpw3ms' because 'יִהְיֶה' is Qal Imperfect and 'יְהִי' is Piel Imperfect.		
